,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
40,6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52
2089,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39
3924,7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46
2175,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47
74,6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56
4269,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35
5245,6.2,0.76,0.01,3.2,0.041,18.0,120.0,0.99026,3.2,0.94
2657,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41
3180,9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32
2076,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47
441,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02
2051,7.0,0.21,0.37,7.2,0.042,36.0,167.0,0.9958,3.26,0.56
2541,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46
1301,8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61
3430,7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76
1304,6.1,0.53,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68
236,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91
4447,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57
2599,7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28
2573,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5
3280,8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.99379,3.1,0.67
3186,6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53
3953,6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45
2768,7.1,0.31,0.38,1.2,0.036,10.0,124.0,0.9924,3.14,0.44
4223,6.9,0.33,0.31,4.2,0.04,21.0,93.0,0.9896,3.18,0.48
2106,6.8,0.18,0.28,8.7,0.047,52.0,242.0,0.9952,3.22,0.53
2679,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41
2761,6.7,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4
1387,6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51
4998,6.6,0.16,0.25,9.8,0.049,59.5,137.0,0.995,3.16,0.38
4819,6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55
1279,7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7
5215,5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,3.15,0.48
1555,8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51
3190,7.7,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6
4993,9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36
3594,6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.99562,3.19,0.38
1920,6.6,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,3.29,0.57
513,6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5
4177,6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32
1308,6.2,0.52,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63
914,8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58
3452,7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.99683,3.14,0.56
3695,6.2,0.15,0.27,1.4,0.041,51.0,117.0,0.9909,3.28,0.38
4242,5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4
3156,7.4,0.18,0.27,1.3,0.048,26.0,105.0,0.994,3.52,0.66
2198,8.0,0.24,0.3,17.45,0.056,43.0,184.0,0.9997,3.05,0.5
774,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59
943,10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76
822,8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69
4277,8.1,0.17,0.21,1.6,0.036,24.0,119.0,0.99396,3.18,0.52
164,7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55
3983,5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31
2538,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42
5083,6.4,0.62,0.12,4.7,0.06,33.0,196.0,0.99556,3.22,0.48
1311,11.1,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57
4840,6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47
4448,8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73
4942,7.7,0.28,0.24,2.4,0.044,29.0,157.0,0.99312,3.27,0.56
3300,6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.99254,3.4,0.52
3310,6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.99199,3.43,0.48
327,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63
2490,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34
4988,6.8,0.4,0.29,2.8,0.044,27.0,97.0,0.9904,3.12,0.42
832,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52
3079,6.8,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56
3462,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.16,0.38
4675,5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56
54,7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59
4064,6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32
3451,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.99463,3.27,0.64
1901,7.4,0.105,0.34,12.2,0.05,57.0,146.0,0.9973,3.16,0.37
1481,8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.54
4150,7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.99642,3.12,0.49
3335,6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.99516,3.49,0.64
946,7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71
3293,8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.99716,3.18,0.51
2161,8.2,0.23,0.37,1.3,0.042,39.0,117.0,0.9928,2.99,0.36
4520,5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,3.1,0.38
3057,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54
768,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58
5006,7.3,0.26,0.53,12.7,0.047,60.5,156.0,0.9984,3.06,0.45
3495,6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5
285,13.4,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67
5254,6.7,0.22,0.33,1.2,0.036,36.0,86.0,0.99058,3.1,0.76
4739,7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33
2332,8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.9953,3.17,0.49
2717,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34
2079,4.8,0.34,0.0,6.5,0.028,33.0,163.0,0.9939,3.36,0.61
3389,7.2,0.2,0.28,1.6,0.028,13.0,168.0,0.99203,3.17,1.06
722,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39
951,5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58
4648,5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5
2262,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4
989,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.99728,3.16,0.67
3212,6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51
1759,6.7,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6
4376,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5
1724,6.7,0.22,0.37,1.6,0.028,24.0,102.0,0.9913,3.29,0.59
341,5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82
3701,5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.99232,3.2,0.45
4243,8.9,0.27,0.28,0.8,0.024,29.0,128.0,0.98984,3.01,0.35
688,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74
3432,7.6,0.31,0.23,12.7,0.054,20.0,139.0,0.99836,3.16,0.5
966,8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74
5031,7.0,0.23,0.35,1.4,0.036,31.0,113.0,0.9912,3.16,0.48
2203,6.9,0.24,0.39,1.3,0.063,18.0,136.0,0.9928,3.31,0.48
2713,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46
4697,5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73
3572,7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,2.93,0.66
1990,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54
4120,7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55
4371,7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,2.98,0.41
5048,6.3,0.37,0.51,6.3,0.048,35.0,146.0,0.9943,3.1,1.01
3600,6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,3.2,0.5
4860,7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59
5297,5.6,0.2,0.36,2.5,0.048,16.0,125.0,0.99282,3.49,0.49
4394,5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.99048,3.37,0.66
385,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68
4653,7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45
4862,7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47
536,11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93
4966,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4
4212,7.8,0.2,0.2,1.4,0.036,25.0,83.0,0.99088,3.03,0.46
3507,5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88
201,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58
1332,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93
3502,7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.99499,3.2,0.48
2708,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,0.52
4021,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22
1854,7.3,0.2,0.37,1.2,0.037,48.0,119.0,0.992,3.32,0.49
4760,7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5
2872,9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46
3030,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67
1205,7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84
1645,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42
3417,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44
3476,7.5,0.2,0.47,16.9,0.052,51.0,188.0,0.99944,3.09,0.62
2861,6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.999,3.56,0.47
1792,7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.992,3.0,0.6
3797,6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,3.22,0.54
3368,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5
3367,6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71
3533,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39
4679,7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,3.07,0.45
3449,6.9,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49
603,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67
3056,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47
4640,7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82
126,7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54
3876,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59
2935,7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49
3531,5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.99202,3.56,0.43
2730,6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.9954,3.38,0.53
827,6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61
1639,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6
984,9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66
3281,4.6,0.445,0.0,1.4,0.053,11.0,178.0,0.99426,3.79,0.55
5288,6.2,0.355,0.35,2.0,0.046,31.0,95.0,0.98822,3.06,0.46
2188,7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.45
4907,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58
2443,6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44
362,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61
2349,7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5
345,12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6
814,8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67
3205,6.9,0.23,0.33,12.8,0.056,44.0,169.0,0.998,3.42,0.42
4431,7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29
5104,5.7,0.24,0.3,1.3,0.03,25.0,98.0,0.98968,3.37,0.43
3325,6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.99474,3.68,0.46
4106,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59
2116,8.3,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61
1834,6.1,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6
793,8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59
5263,6.5,0.28,0.38,7.8,0.031,54.0,216.0,0.99154,3.03,0.42
2674,8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33
94,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51
4225,6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.99134,3.38,0.68
3756,7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,3.1,0.46
2891,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53
2371,7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46
4420,6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.99084,3.03,0.37
4722,6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57
3228,6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43
2853,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69
2912,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44
1865,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38
1857,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904,2.97,0.29
2645,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49
2243,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43
2336,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38
950,7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53
3068,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47
1120,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58
2597,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39
2204,5.8,0.36,0.26,3.3,0.038,40.0,153.0,0.9911,3.34,0.55
419,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7
922,8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77
1254,8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68
477,12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75
2035,7.3,0.32,0.34,6.6,0.032,24.0,112.0,0.99505,3.22,0.46
1202,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46
2626,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37
5127,6.0,0.17,0.33,6.0,0.036,30.0,111.0,0.99362,3.32,0.58
1970,6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,3.15,0.46
3110,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4
4018,6.4,0.16,0.42,1.0,0.036,29.0,113.0,0.9908,3.18,0.52
2151,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38
3687,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5
1997,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85
4033,6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62
3054,8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45
1248,7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79
2192,6.5,0.25,0.27,15.2,0.049,75.0,217.0,0.9972,3.19,0.39
2712,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42
992,8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71
2190,8.6,0.16,0.38,3.4,0.04,41.0,143.0,0.9932,2.95,0.39
3762,6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,3.03,0.54
3597,7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.99976,3.22,0.75
1318,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53
1863,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.38
2343,6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,0.6
2449,6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54
2136,6.7,0.25,0.33,2.9,0.057,52.0,173.0,0.9934,3.02,0.48
1065,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59
5277,5.2,0.25,0.23,1.4,0.047,20.0,77.0,0.99001,3.32,0.62
4227,7.1,0.36,0.28,2.4,0.036,35.0,115.0,0.98936,3.19,0.44
2621,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,0.32
77,7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,3.16,1.14
2898,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32
1314,7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61
4655,6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38
872,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6
3850,6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.99578,3.15,0.5
5096,5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59
2965,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74
3391,6.6,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6
2560,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4
5212,5.9,0.27,0.32,2.0,0.034,31.0,102.0,0.98952,3.16,0.56
2635,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48
3530,7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46
375,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6
1908,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44
4429,6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099,3.42,0.57
4892,6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31
4662,6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58
4027,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33
1604,5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46
1118,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54
3677,6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.98912,3.31,0.38
3490,7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36
5175,5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44
2958,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49
1994,5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5
5272,5.1,0.3,0.3,2.3,0.048,40.0,150.0,0.98944,3.29,0.46
4635,7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36
2376,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44
1342,7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6
320,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93
1619,6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,3.2,0.42
3713,6.9,0.33,0.26,5.0,0.027,46.0,143.0,0.9924,3.25,0.43
2060,7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45
2219,6.8,0.19,0.32,7.05,0.019,54.0,188.0,0.9935,3.25,0.37
1673,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64
260,6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71
4706,6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53
2039,6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,0.43
901,9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76
3744,6.7,0.42,0.46,9.7,0.054,67.0,234.0,0.99848,3.23,0.5
2026,7.2,0.31,0.26,7.3,0.05,37.0,157.0,0.99625,3.09,0.43
4234,6.8,0.19,0.33,1.3,0.031,22.0,87.0,0.98987,3.08,0.62
1917,6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46
1828,7.7,0.34,0.27,8.8,0.063,39.0,184.0,0.9969,3.09,0.63
1573,5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52
4415,5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77
4680,6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.99908,3.15,0.5
4208,5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27
224,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62
723,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83
4962,5.8,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46
1141,6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56
2762,6.7,0.21,0.49,1.4,0.047,30.0,114.0,0.9914,2.92,0.42
846,10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43
4289,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5
2551,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41
2928,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61
117,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57
645,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51
3,11.2,0.28,0.56,1.9,0.075,17.0,60.0,0.998,3.16,0.58
4170,6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33
467,12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66
5,7.9,0.6,0.06,1.6,0.069,15.0,59.0,0.9964,3.3,0.46
919,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51
2595,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27
4324,6.5,0.26,0.39,1.4,0.02,12.0,66.0,0.99089,3.25,0.75
1063,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75
2590,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41
242,10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82
1160,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5
2870,8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34
3735,6.8,0.475,0.33,3.95,0.047,16.0,81.0,0.98988,3.23,0.53
2397,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41
3517,8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.99558,3.13,0.46
3421,6.6,0.24,0.3,13.0,0.052,18.0,143.0,0.99825,3.37,0.49
2563,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47
1605,7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44
5138,6.8,0.32,0.33,0.7,0.027,15.0,66.0,0.9899,3.11,0.31
2324,9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58
2709,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36
4684,6.3,0.23,0.22,17.45,0.054,42.0,151.0,0.99853,3.12,0.6
1312,8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81
3448,6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.99214,3.07,0.52
3812,6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,3.15,0.31
4953,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63
2362,6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51
1975,6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56
3514,6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63
1761,5.8,0.25,0.24,13.3,0.044,41.0,137.0,0.9972,3.34,0.42
